ID,Name,Category,Author,Price,Series,Pages,Publisher,Date,Language,ISBN_10,ISBN_13,Dimensions,Weight
1564,"Ad Astra 006 Buchausgabe  :  Die Sternenkrieger: ""Zwei Romane - In Einem Buch Zusammengefasst!""",Science Fiction - Space Opera,K. H. Reeg,$13.99,,240.0,Createspace Independent Publishing Platform,June 2016,,1534932518,9781534932517,7.99 x 5.24 x 0.51 inches,0.56 pounds
1565,The Forgotten Planet,Science Fiction - Space Opera,Murray Leinster,$9.99,,166.0,Createspace Independent Publishing Platform,June 2016,,1534941886,9781534941885,7.8 x 5.08 x 0.35 inches,0.37 pounds
1566,Fleetfoot Interstellar,Science Fiction - Space Opera,P. Joseph Cherubino,$12.95,,268.0,Createspace Independent Publishing Platform,June 2016,,1535220619,9781535220613,9.02 x 5.98 x 0.56 inches,0.8 pounds
1567,The Children of Amargosa,Science Fiction - Space Opera,Ts Hottle,$12.99,,352.0,Createspace Independent Publishing Platform,June 2016,,1532987099,9781532987090,8.5 x 5.51 x 0.79 inches,0.98 pounds
1568,The Night Watch,Science Fiction - Space Opera,Chris Gerrib,$15.95,,318.0,Cincinnatus Press,June 2016,,1632021633,9781632021632,7.8 x 5.08 x 0.66 inches,0.69 pounds
1569,Renegade,Science Fiction - Space Opera,Joel Shepherd,$16.99,,470.0,Createspace Independent Publishing Platform,June 2016,,1523981458,9781523981458,9 x 6 x 0.95 inches,1.37 pounds
1570,Sol,Science Fiction - Space Opera,S. H. Jucha,$13.99,,342.0,S. H. Jucha,June 2016,,0990594009,9780990594000,9.02 x 5.98 x 0.76 inches,1.11 pounds
1571,Mechanical Failure,Science Fiction - Space Opera,Joe Zieja,$12.87,,352.0,Saga Press,June 2016,,1481459260,9781481459266,8.2 x 5.5 x 0.9 inches,0.6 pounds
1572,Setha'im Prosh,Science Fiction - Space Opera,Thomas Watson,$15.99,,460.0,Createspace Independent Publishing Platform,June 2016,,1533453055,9781533453051,7.99 x 5 x 0.93 inches,1 pounds
1573,"Ad Astra 015 Buchausgabe  :  Planet Der Wunder: Medos - Welt Der Mediziner Und Treffpunkt Der Sternenvolker!""",Science Fiction - Space Opera,Wilfried a. Hary,$8.95,,130.0,Createspace Independent Publishing Platform,June 2016,,1533551472,9781533551474,7.99 x 5.24 x 0.28 inches,0.31 pounds
1574,The Trial of Man  :  The Psychic Connection,Science Fiction - Space Opera,Jarvis Kelly Jordan,$6.76,,36.0,Createspace Independent Publishing Platform,June 2016,,1533608121,9781533608123,11.02 x 8.5 x 0.07 inches,0.24 pounds
1575,The Modloch Empire,Science Fiction - Space Opera,J. W. Murison and Jeannie Michaud,$14.50,,372.0,Createspace Independent Publishing Platform,June 2016,,1534621954,9781534621954,8 x 5 x 0.77 inches,0.81 pounds
1576,Revelation  :  M.A.G.I.C. Series Book One,Science Fiction - Space Opera,K. Z. Howell,$25.99,,576.0,Createspace Independent Publishing Platform,June 2016,,153473497X,9781534734975,9.02 x 5.98 x 1.17 inches,1.68 pounds
1577,The Variable Man  :  A Science Fiction Novella,Science Fiction - Space Opera,Philip K. Dick,$6.99,,70.0,Createspace Independent Publishing Platform,June 2016,,1534754202,9781534754201,9 x 6 x 0.15 inches,0.23 pounds
1578,The Sun Never Rises,Science Fiction - Space Opera,MR Michael J. Rener,$9.99,,232.0,Createspace Independent Publishing Platform,June 2016,,1534783806,9781534783805,9 x 6 x 0.49 inches,0.7 pounds
1579,Calypso,Science Fiction - Space Opera,Catherine Thomas,$6.99,,154.0,Createspace Independent Publishing Platform,June 2016,,153483379X,9781534833791,9.02 x 5.98 x 0.33 inches,0.47 pounds
1580,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$10.95,,174.0,Createspace Independent Publishing Platform,June 2016,,1534928340,9781534928343,10 x 7 x 0.37 inches,0.69 pounds
1581,Zaxon B  :  The Final Struggle,Science Fiction - Space Opera,Andrew McGregor,$10.99,,264.0,Createspace Independent Publishing Platform,June 2016,,1534983414,9781534983410,9.02 x 5.98 x 0.55 inches,0.79 pounds
1582,A Princess of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$8.95,,132.0,Createspace Independent Publishing Platform,June 2016,,1535018291,9781535018296,10 x 7 x 0.28 inches,0.53 pounds
1583,Warlord of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$8.95,,124.0,Createspace Independent Publishing Platform,June 2016,,1535018836,9781535018838,10 x 7 x 0.26 inches,0.5 pounds
1584,Mind  :  The Emergence,Science Fiction - Space Opera,Jenn Nixon,$11.99,,276.0,Createspace Independent Publishing Platform,June 2016,,153287507X,9781532875076,9.02 x 5.98 x 0.58 inches,0.82 pounds
1585,Battlestar,Science Fiction - Space Opera,T. Jackson King,$9.99,,234.0,Createspace Independent Publishing Platform,June 2016,,1533182221,9781533182227,9.02 x 5.98 x 0.53 inches,0.77 pounds
1586,Manor Town,Science Fiction - Space Opera,Kyleen Valleaux,$12.99,,322.0,Fusion Graphics,June 2016,,1944895000,9781944895006,7.01 x 5 x 0.72 inches,0.67 pounds
1587,In Strange Orbits - Volume 1,Science Fiction - Space Opera,Ramon Somoza,$14.99,,216.0,Editorial Dragon,June 2016,,8415981414,9788415981411,9 x 6 x 0.49 inches,0.71 pounds
1588,Dead Worlds,Science Fiction - Space Opera,Sean Michael Argo,$9.99,,150.0,Severed Press,June 2016,,1925493369,9781925493368,9.02 x 5.98 x 0.35 inches,0.5 pounds
1589,"Ad Astra 010 Buchausgabe  :  Der Schattenstern III: Letzter Teil Der Neuen Trilogie!""",Science Fiction - Space Opera,Michael Klein,$13.95,,216.0,Createspace Independent Publishing Platform,June 2016,,153367468X,9781533674685,7.99 x 5.24 x 0.46 inches,0.5 pounds
1590,Sidewinder Precision Pro,Science Fiction - Space Opera,Douglas Porter,$7.50,,170.0,Createspace Independent Publishing Platform,June 2016,,1534833781,9781534833784,7.99 x 5 x 0.39 inches,0.42 pounds
1591,Earth  :  Omnibus Edition,Science Fiction - Space Opera,Bernard Wilkerson,$29.99,,794.0,Createspace Independent Publishing Platform,June 2016,,1532791909,9781532791901,9.02 x 5.98 x 1.58 inches,2.3 pounds
1592,Drysine Legacy  :  The Spiral Wars,Science Fiction - Space Opera,Joel Shepherd,$17.99,,494.0,Createspace Independent Publishing Platform,June 2016,,1533025088,9781533025081,9.02 x 5.98 x 0.99 inches,1.44 pounds
1593,Gg 068  :  Der Verrater: Sie Entlarven Den Verrater - Und Finden Einen Bekannten!,Science Fiction - Space Opera,Wilfried a. Hary,$5.38,,70.0,Createspace Independent Publishing Platform,June 2016,,1534954740,9781534954748,7.99 x 5.24 x 0.14 inches,0.18 pounds
1594,At the Earth's Core,Science Fiction - Space Opera,Edgar Rice Burroughs,$8.95,,96.0,Createspace Independent Publishing Platform,June 2016,,1535017481,9781535017480,10 x 7 x 0.2 inches,0.4 pounds
1595,Flight of the Black Stork,Science Fiction - Space Opera,Bill Broocke,$19.99,,492.0,"""La Maison Publishing, Inc.""",June 2016,,0997153024,9780997153026,7.99 x 5 x 0.99 inches,1.06 pounds
1596,Uncommon Purpose,Science Fiction - Space Opera,Pj Strebor,$16.00,,342.0,Tickety Boo Press Ltd,June 2016,,0993598455,9780993598456,8.5 x 5.5 x 0.76 inches,0.96 pounds
1597,Semi-Human  :  Book Two,Science Fiction - Space Opera,Antoinette J. Houston and Alfred G. Stewart,$12.99,,318.0,Createspace Independent Publishing Platform,May 2016,,1523686316,9781523686315,9.02 x 5.98 x 0.71 inches,1.03 pounds
1598,Exodus  :  Sandrats of Azaa,Science Fiction - Space Opera,Orson T. Badger,$24.95,,592.0,Createspace Independent Publishing Platform,May 2016,,1533241848,9781533241849,9.02 x 5.98 x 1.2 inches,1.72 pounds
1599,The Warlord of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$9.43,,162.0,Createspace Independent Publishing Platform,May 2016,,1533436592,9781533436597,9.02 x 5.98 x 0.35 inches,0.5 pounds
1600,To Shape the Dark,Science Fiction - Space Opera,Athena Andreadis,$22.95,,394.0,Candlemark & Gleam,May 2016,,193646067X,9781936460670,9 x 6 x 0.88 inches,1.27 pounds
1601,Dekker's Dozen  :  The Last Watchmen,Science Fiction - Space Opera,Christopher D. Schmitz,$15.99,,342.0,Christopher D. Schmitz,May 2016,,1635351936,9781635351934,7.99 x 5 x 0.76 inches,0.82 pounds
1602,Warrior Wench,Science Fiction - Space Opera,Marie Andreas,$14.00,,370.0,Marie Andreas,May 2016,,0986098167,9780986098161,8.5 x 5.5 x 0.82 inches,1.03 pounds
1603,Test of Mettle,Science Fiction - Space Opera,Isaac Hooke,$9.99,,312.0,Hooke Publishing,May 2016,,0995195536,9780995195530,7 x 4.25 x 0.7 inches,0.56 pounds
1604,Stella-Nylum,Science Fiction - Space Opera,J. M. Fejeran,$14.99,,424.0,Createspace Independent Publishing Platform,May 2016,,1533315159,9781533315151,8 x 5 x 0.94 inches,1.01 pounds
1605,We Will Build,Science Fiction - Space Opera,Michael Anderle,$12.99,,356.0,Createspace Independent Publishing Platform,May 2016,,1533341532,9781533341532,8 x 5.25 x 0.79 inches,0.89 pounds
1606,Gg 065  :  Der Ausbruch,Science Fiction - Space Opera,Wilfried a. Hary,$5.38,,94.0,Createspace Independent Publishing Platform,May 2016,,1533356750,9781533356758,8 x 5.25 x 0.19 inches,0.23 pounds
1607,Star Gate 030 Buchausgabe  :  Skurrile Welten: Uberarbeitete Buchfassung Nach Den Heftausgaben 75 Bis 77!,Science Fiction - Space Opera,Wilfried a. Hary and W. Kimball Kinnison,$13.95,,230.0,Createspace Independent Publishing Platform,May 2016,,1533495181,9781533495181,7.99 x 5.24 x 0.48 inches,0.54 pounds
1608,Habitat Zero,Science Fiction - Space Opera,Sergio Fernandez,$19.00,,550.0,Createspace Independent Publishing Platform,May 2016,,1532920091,9781532920097,9.02 x 5.98 x 1.23 inches,1.76 pounds
1609,Prisoner,Science Fiction - Space Opera,S. J. Bryant,$9.99,,252.0,Createspace Independent Publishing Platform,May 2016,,153300482X,9781533004826,8 x 5 x 0.57 inches,0.61 pounds
1610,Allies and Enemies  :  Rogues,Science Fiction - Space Opera,Amy J. Murphy,$14.00,,374.0,Createspace Independent Publishing Platform,May 2016,,1533069247,9781533069245,9 x 6 x 0.77 inches,1.1 pounds
1611,Robo-Raptors and the Gutsy Rebels,Science Fiction - Space Opera,Ben Patterson,$10.00,,222.0,Createspace Independent Publishing Platform,May 2016,,1533088985,9781533088987,7.99 x 5 x 0.47 inches,0.49 pounds
1612,Hadron Chaos,Science Fiction - Space Opera,Stephen Arseneault,$10.99,,286.0,Createspace Independent Publishing Platform,May 2016,,1533231494,9781533231499,8.5 x 5.51 x 0.64 inches,0.81 pounds
1613,Eye of the Abyss  :  Chronicles of the Orion Spur Book 3,Science Fiction - Space Opera,Michael Formichelli,$17.00,,464.0,Michael Formichelli,May 2016,,0997204400,9780997204407,8.5 x 5.51 x 0.94 inches,1.17 pounds
1614,In Strange Orbits - Volume 1,Science Fiction - Space Opera,Ramon Somoza and Alexia Jorques Castello and Ed Dragon,$14.99,,310.0,Editorial Dragon,May 2016,,8415981406,9788415981404,6 x 4 x 0.7 inches,0.44 pounds
1615,Eons Semester,Science Fiction - Space Opera,Jim Rudnick,$15.00,,312.0,Rudnick Press,May 2016,,1988144108,9781988144108,8.5 x 5.5 x 0.65 inches,0.8 pounds
1616,Stone of the Angels  :  The First Arkle Wright Novel,Science Fiction - Space Opera,Raymond S. Flex,$17.99,,322.0,Dib Books,May 2016,,1785320556,9781785320552,9.02 x 5.98 x 0.72 inches,1.04 pounds
1617,Give No Quarter,Science Fiction - Space Opera,Jamie McFarlane,$12.50,,318.0,Fickle Dragon Publishing,May 2016,,1943792119,9781943792115,9 x 6 x 0.67 inches,0.94 pounds
1618,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$11.33,,224.0,Createspace Independent Publishing Platform,May 2016,,1532988737,9781532988738,9 x 6 x 0.47 inches,0.67 pounds
1619,La Kronissea Di Kron E Degli Esiliati,Science Fiction - Space Opera,Paola Panaccione,$5.50,,104.0,Createspace Independent Publishing Platform,May 2016,,1533063109,9781533063106,9 x 6 x 0.22 inches,0.33 pounds
1620,Gg 064  :  Gestrandet in Der Holle,Science Fiction - Space Opera,Wilfried a. Hary,$5.49,,76.0,Createspace Independent Publishing Platform,May 2016,,1533146020,9781533146021,7.99 x 5.24 x 0.16 inches,0.19 pounds
1621,Star Gambler,Science Fiction - Space Opera,Ericca Thornhill,$9.13,,232.0,Createspace Independent Publishing Platform,May 2016,,1533277443,9781533277442,9.02 x 5.98 x 0.49 inches,0.7 pounds
1622,"""Gg 066  :  Die Eloy: Ein Volk, Wie Es Grauenvoller Nicht Sein Kann!""",Science Fiction - Space Opera,Wilfried a. Hary,$5.49,,70.0,Createspace Independent Publishing Platform,May 2016,,1533534306,9781533534309,7.99 x 5.24 x 0.14 inches,0.18 pounds
1623,"""The Sten Omnibus ,1  :  Sten, the Wolf Worlds, the Court of a Thousand Suns""",Science Fiction - Space Opera,Allan Cole and Chris Bunch,$24.99,,564.0,Wildside Press,May 2016,,1479421871,9781479421879,9 x 6 x 1.26 inches,1.8 pounds
1624,Soul's Asylum - Star Weaver  :  The Further Adventures of Milla Carter,Science Fiction - Space Opera,Derek E. Pearson,$11.99,,236.0,GB Publishing.Org,May 2016,,0993275664,9780993275661,8.27 x 5.83 x 0.54 inches,0.69 pounds
1625,Moon Berry Wine  :  A Far Future SF Novel,Science Fiction - Space Opera,John Argo,$11.00,,102.0,Clocktower Books,May 2016,,0743319397,9780743319393,8 x 5 x 0.24 inches,0.26 pounds
1626,A Princess of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$9.99,,154.0,Createspace Independent Publishing Platform,May 2016,,1533039615,9781533039613,9 x 6 x 0.33 inches,0.47 pounds
1627,Beyond the Logos  :  Episode 1 - Khaos,Science Fiction - Space Opera,Ryan Geever,$7.99,,154.0,Createspace Independent Publishing Platform,May 2016,,1533110131,9781533110138,9 x 6 x 0.36 inches,0.52 pounds
1628,The First Men in the Moon (Annotated),Science Fiction - Space Opera,H. G. Wells,$6.49,,134.0,Createspace Independent Publishing Platform,May 2016,,1533183422,9781533183422,9 x 6 x 0.29 inches,0.42 pounds
1629,The Paradise Planet,Science Fiction - Space Opera,Stephen Patterson,$15.99,,238.0,Createspace Independent Publishing Platform,May 2016,,1533475970,9781533475978,7.99 x 5 x 0.54 inches,0.58 pounds
1630,Warp Resonance,Science Fiction - Space Opera,Cedar Sanderson,$9.99,,182.0,Createspace Independent Publishing Platform,May 2016,,1532880340,9781532880346,7.99 x 5 x 0.42 inches,0.45 pounds
1631,In Ashes Born,Science Fiction - Space Opera,Nathan Lowell,$11.95,,310.0,Durandus,May 2016,,1940575087,9781940575087,9.02 x 5.98 x 0.65 inches,0.92 pounds
1632,Fringe Runner,Science Fiction - Space Opera,Rachel Aukes,$12.99,,270.0,Surprisingly Adequate Publishing,May 2016,,0989901866,9780989901864,8.5 x 5.5 x 0.57 inches,0.7 pounds
1633,A Quantum Mythology,Science Fiction - Space Opera,Gavin G. Smith,$12.99,,576.0,Gollancz,May 2016,,057512704X,9780575127043,7.7 x 5 x 1.3 inches,0.95 pounds
1634,Stealing from Pirates,Science Fiction - Space Opera,Stefon Mears,$11.99,,150.0,Thousand Faces Publishing,May 2016,,0692725067,9780692725061,9 x 6 x 0.35 inches,0.5 pounds
1635,The Mars Run,Science Fiction - Space Opera,Chris Gerrib,$13.95,,246.0,Cincinnatus Press,May 2016,,1632021595,9781632021595,7.8 x 5.08 x 0.52 inches,0.54 pounds
1636,Tales from Omega Station,Science Fiction - Space Opera,K. G. McAbee and J. a. Johnson and J. Kirsch,$11.00,,264.0,Createspace Independent Publishing Platform,May 2016,,152290428X,9781522904281,8.5 x 5.5 x 0.55 inches,0.68 pounds
1637,The Mortalis  :  Beyond the Cosmos: Beyond the Cosmos,Science Fiction - Space Opera,Larry W. Cockerham,$9.95,,220.0,Createspace Independent Publishing Platform,May 2016,,1523308710,9781523308712,8.5 x 5.51 x 0.5 inches,0.63 pounds
1638,Fantastic Stories Presents the Poul Anderson Super Pack,Science Fiction - Space Opera,Poul Anderson,$19.99,,508.0,Positronic Publishing,May 2016,,1515406288,9781515406280,9.02 x 5.98 x 1.13 inches,1.63 pounds
1639,Sword and Star,Science Fiction - Space Opera,Sunny Moraine,$19.99,,350.0,Riptide Publishing,May 2016,,1626493030,9781626493032,8 x 5.25 x 0.78 inches,0.88 pounds
1640,Gg 063  :  Gardanto,Science Fiction - Space Opera,Wilfried a. Hary,$5.49,,80.0,Createspace Independent Publishing Platform,May 2016,,1533060665,9781533060662,7.99 x 5.24 x 0.17 inches,0.2 pounds
1641,The Lost Tribe,Science Fiction - Space Opera,Richard Flunker,$15.00,,406.0,Createspace Independent Publishing Platform,May 2016,,1533097879,9781533097873,9.02 x 5.98 x 0.83 inches,1.19 pounds
1642,"Gaarson-Gate  :  Die 3. Kompilation: Die Bande 21 Bis 30 Der Serie Hier in Einem Buch Zusammengefasst!""",Science Fiction - Space Opera,Wilfried A. Hary,$19.99,,398.0,Createspace Independent Publishing Platform,May 2016,,1533159068,9781533159069,9.02 x 5.98 x 0.82 inches,1.17 pounds
1643,Sons of Abraham 6  :  Fourth Gens,Science Fiction - Space Opera,Joseph Ray,$10.99,,258.0,Createspace Independent Publishing Platform,May 2016,,1533198608,9781533198600,7.99 x 5 x 0.54 inches,0.57 pounds
1644,Girl from the Stars Book 5  :  Day's Hunt,Science Fiction - Space Opera,Cheree Lynn Alsop,$9.99,,230.0,Createspace Independent Publishing Platform,May 2016,,1533253773,9781533253774,7.99 x 5.24 x 0.52 inches,0.59 pounds
1645,Fireforce  :  A Star Wars Parody,Science Fiction - Space Opera,Michael a. Aquino Ph. D.,$19.00,,492.0,Createspace Independent Publishing Platform,May 2016,,1533264392,9781533264398,9.02 x 5.98 x 1.1 inches,1.58 pounds
1646,The Chessmen of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$11.28,,222.0,Createspace Independent Publishing Platform,May 2016,,1533226350,9781533226358,9 x 6 x 0.47 inches,0.67 pounds
1647,Sapo Saga,Science Fiction - Space Opera,Tony Laplume,$7.00,,82.0,Createspace Independent Publishing Platform,May 2016,,1533258082,9781533258083,8 x 5 x 0.17 inches,0.2 pounds
1648,Ronin,Science Fiction - Space Opera,Edward W. Robertson,$12.99,,282.0,Createspace Independent Publishing Platform,May 2016,,1533274517,9781533274519,8 x 5 x 0.64 inches,0.68 pounds
1649,Star Force  :  Origin Series (41-44),Science Fiction - Space Opera,Aer-Ki Jyr,$15.99,,406.0,Createspace Independent Publishing Platform,May 2016,,1533339414,9781533339416,8 x 5 x 0.83 inches,0.88 pounds
1650,Deep & Meaningless,Science Fiction - Space Opera,MR Niall John Hunt,$14.99,,422.0,Createspace Independent Publishing Platform,May 2016,,1533540748,9781533540744,9.02 x 5.98 x 0.86 inches,1.24 pounds
1651,Ghost of an Empire,Science Fiction - Space Opera,Richard Flunker,$12.00,,304.0,Createspace Independent Publishing Platform,May 2016,,1533120064,9781533120069,9.02 x 5.98 x 0.64 inches,0.9 pounds
1652,Dark Run,Science Fiction - Space Opera,Mike Brooks,$16.99,,368.0,Saga Press,May 2016,,1481459538,9781481459532,8.2 x 5.5 x 1.1 inches,0.7 pounds
1653,Reign & Revolution,Science Fiction - Space Opera,Janine A. Southard,$15.99,,450.0,Martian Cantina,May 2016,,1633270211,9781633270213,8 x 5 x 1 inches,1.07 pounds
1654,Nemesis Games,Science Fiction - Space Opera,James S. A. Corey,$11.38,,576.0,Orbit,May 2016,,0316334715,9780316334716,9.1 x 5.9 x 1.5 inches,1.25 pounds
1655,Eviscerate,Science Fiction - Space Opera,Tyler Rudd Hall,$12.13,,336.0,Createspace Independent Publishing Platform,April 2016,,1530110076,9781530110070,8.5 x 5.51 x 0.7 inches,0.86 pounds
1656,The Earth Conundrum  :  Book 1 of the Alliance Conflict,Science Fiction - Space Opera,Jeff Sims,$13.99,,380.0,Createspace Independent Publishing Platform,April 2016,,1530651859,9781530651856,9 x 6 x 0.78 inches,1.12 pounds
1657,The Return of Satu-Ra,Science Fiction - Space Opera,Ivan Bridgewater,$14.95,,210.0,Createspace Independent Publishing Platform,April 2016,,1530871220,9781530871223,9 x 6 x 0.44 inches,0.63 pounds
1658,Star Gate 149-150  :  Pranumpal,Science Fiction - Space Opera,Erno Fischer,$8.95,,130.0,Createspace Independent Publishing Platform,April 2016,,1532753055,9781532753053,7.99 x 5.24 x 0.28 inches,0.31 pounds
1659,Pit Stop,Science Fiction - Space Opera,Rebecca a. Demarest,$5.99,,26.0,Createspace Independent Publishing Platform,April 2016,,1532881983,9781532881985,8.5 x 5.51 x 0.05 inches,0.09 pounds
1660,Renegades  :  Out of the Cold,Science Fiction - Space Opera,Kal Spriggs,$9.99,,230.0,Createspace Independent Publishing Platform,April 2016,,1537581759,9781537581750,9 x 6 x 0.48 inches,0.69 pounds
1661,Armada,Science Fiction - Space Opera,Ernest Cline,$13.75,,384.0,Broadway Books,April 2016,,0804137277,9780804137270,8 x 5.1 x 0.8 inches,0.5 pounds
1662,Star Runners Omnibus  :  Volumes 1-3,Science Fiction - Space Opera,L. E. Thomas,$29.99,,694.0,Createspace Independent Publishing Platform,April 2016,,1530245303,9781530245307,9.02 x 5.98 x 1.39 inches,2.01 pounds
1663,Gg 062  :  Fabrik Des Lebens,Science Fiction - Space Opera,Wilfried a. Hary and Robert Gruber,$5.49,,80.0,Createspace Independent Publishing Platform,April 2016,,1532956711,9781532956713,7.99 x 5.24 x 0.17 inches,0.2 pounds
1664,Interstellar Conflict,Science Fiction - Space Opera,Maria Hammarblad,$8.99,,196.0,Createspace Independent Publishing Platform,April 2016,,1515256782,9781515256786,8 x 5 x 0.45 inches,0.48 pounds
1665,Resolute Legacy,Science Fiction - Space Opera,James R. Prosser Jr,$14.25,,404.0,Createspace Independent Publishing Platform,April 2016,,1532710836,9781532710834,9.02 x 5.98 x 0.83 inches,1.19 pounds
1666,A Princess of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$9.78,,172.0,Createspace Independent Publishing Platform,April 2016,,1532895771,9781532895777,9 x 6 x 0.37 inches,0.52 pounds
1667,Modern Ukrainian Fiction and Poetry,Science Fiction - Space Opera,Tetyana Bila-Vahromeeva,$5.38,,84.0,Createspace Independent Publishing Platform,April 2016,,153291251X,9781532912511,7.99 x 5 x 0.17 inches,0.2 pounds
