Name,Category,Author,Price,Series,Pages,Publisher,Date,Language,ISBN-10,ISBN-13,Dimensions,Weight
UnCommon Evil: A Collection of Nightmares# Demonic Creatures# and UnImaginable Horrors (UnCommon Anthologies),Fantasy : Dark,P.K. Tyler and Tom O'Brien,$14.95,UnCommon Anthologies (Book 6),340 pages,Independently published,February 18# 2018,English,1980332290,978-1980332299,5.5 x 0.8 x 8.5 inches,1.1 pounds
The Ghoul of Guranyi,Fantasy : Dark,Paul Mannus,$7.49,,244 pages,Paul Mannus; 1 edition,February 17# 2018,English,1775252604,978-1775252603,5 x 0.6 x 8 inches,11.7 ounces
Crown of Wings and Shadows,Fantasy : Dark,Val St. Crowe,$9.50,,254 pages,CreateSpace Independent Publishing Platform,February 17# 2018,English,1985644169,978-1985644168,5.5 x 0.6 x 8.5 inches,13.9 ounces
Heartless,Fantasy : Dark,Zizi Cole,$14.99,,380 pages,CreateSpace Independent Publishing Platform,February 17# 2018,English,1984338366,978-1984338365,5 x 1 x 8 inches,1.1 pounds
The Pariah Child & the Ever-Giving Stone (Volume 1),Fantasy : Dark,Natasha Deanna Lane,$11.99,The Pariah Child,274 pages,Natasha D. Lane,February 17# 2018,English,0999697714,978-0999697719,6 x 0.6 x 9 inches,1 pounds
Earth X: An Alternate Reality Story,Fantasy : Dark,Clarence Edward Wells,$9.00,,222 pages,CreateSpace Independent Publishing Platform; 1st. edition,February 17# 2018,English,1985674505,978-1985674509,6 x 0.5 x 9 inches,13.9 ounces
Steps Into Darkness Revised: A Modern Vampire Story,Fantasy : Dark,Clarence Edward Wells,$7.00,,132 pages,CreateSpace Independent Publishing Platform; 2nd edition,February 17# 2018,English,198567081X,978-1985670815,6 x 0.3 x 9 inches,9 ounces
Ein Geist zu jeder Tageszeit (German Edition),Fantasy : Dark,N. Buschmann,$12.50,,313 pages,Independently published,February 17# 2018,German,1980226830,978-1980226833,5.1 x 0.7 x 7.8 inches,14.4 ounces
Spectral Evidence,Fantasy : Dark,Gemma Files,$20.99,,212 pages,Trepidatio Pub,February 16# 2018,English,1947654187,978-1947654181,6 x 0.5 x 9 inches,10.6 ounces
The Forbidden Chapters Part 1: Afterlife Saga,Fantasy : Dark,Stephanie Hudson,,Afterlife saga (Book 12),357 pages,Independently published,February 16# 2018,English,1980313504,978-1980313502,6 x 0.9 x 9 inches,1.4 pounds
Levocazione (Italian Edition),Fantasy : Dark,Marco Garinei,$11.76,,69 pages,Il Terebinto Edizioni,February 16# 2018,Italian,8897489540,978-8897489542,5.5 x 0.2 x 8.5 inches,5 ounces
Corbin Siblings,Fantasy : Dark,Shonda Mariie Murillo,$7.98,,45 pages,CreateSpace Independent Publishing Platform,February 16# 2018,English,198564875X,978-1985648753,8.5 x 0.1 x 11 inches,6.1 ounces
Gerwod VI: Der Feldzug (Gerwod-Serie) (German Edition),Fantasy : Dark,Salvatore Treccarichi,$18.60,Gerwod-Serie (Book 6),460 pages,Independently published,February 16# 2018,German,198030940X,978-1980309406,6.1 x 1 x 9.2 inches,1.8 pounds
Tribus Dulce,Fantasy : Dark,Eugene Ward,$15.00,,382 pages,Independently published,February 15# 2018,English,1980287910,978-1980287919,6 x 1 x 9 inches,1.4 pounds
Kill All Christians: Book 1: In the Village of the Devil's Daughters,Fantasy : Dark,Eugene Ward,,Kill All Christians (Book 1),294 pages,Independently published,February 15# 2018,English,1980286779,978-1980286776,5 x 0.7 x 8 inches,13.8 ounces
Pursuit of Darkness (The House Sarkoczy Series) (Volume 1),Fantasy : Dark,Nancy Chandler and Kasey Hill,$14.99,The House Sarkoczy Series,298 pages,Azoth Khem Publishing; 1 edition,February 15# 2018,English,194598743X,978-1945987434,6 x 0.7 x 9 inches,1.1 pounds
BloodLight: The Apocalypse of Robert Goldner (Eve of Light),Fantasy : Dark,Harambee K. Grey-Sun,$8.99,Eve of Light,206 pages,HyperVerse Books# LLC; 3 edition,February 15# 2018,English,1640449078,978-1640449077,5.5 x 0.5 x 8.5 inches,11.5 ounces
A House of Strange Happenings: Ohio Ghost Stories (Volume 2),Fantasy : Dark,Clarence Edward Wells,$8.00,Ohio Ghost Stories,188 pages,CreateSpace Independent Publishing Platform; 1st edition,February 15# 2018,English,1985628279,978-1985628274,6 x 0.4 x 9 inches,12.2 ounces
Masters of Blood and Bone,Fantasy : Dark,Craig Saunders,,,348 pages,Independently published,February 14# 2018,English,1980289557,978-1980289555,5 x 0.9 x 8 inches,1 pounds
A Wrinkle in Time SparkNotes Literature Guide (SparkNotes Literature Guide Series),Fantasy : Dark,SparkNotes,,SparkNotes Literature Guide Series,64 pages,SparkNotes,February 13# 2018,English,1411479122,978-1411479128,5.2 x 0.4 x 8.1 inches,2.9 ounces
Unclean Spirits,Fantasy : Dark,Chuck Wendig,$10.99,,320 pages,Abaddon,February 13# 2018,English,178108615X,978-1781086155,5.5 x 1.1 x 7.8 inches,1 pounds
Broken Wizards (The Artifice Mage Saga) (Volume 2),Fantasy : Dark,Jeffrey Bardwell,,The Artifice Mage Saga (Book 2),466 pages,Twigboat Press; 2 edition,February 13# 2018,English,1943289174,978-1943289172,5 x 1.2 x 8 inches,1.3 pounds
Hidden Revolt (The Artifice Mage Saga),Fantasy : Dark,Jeffrey Bardwell,$10.99,The Artifice Mage Saga (Book 3),344 pages,Twigboat Press; 1 edition,February 13# 2018,English,194328914X,978-1943289141,5 x 0.9 x 8 inches,15.8 ounces
The Mark of Chaos (The Mark of Chaos Series) (Volume 1),Fantasy : Dark,Susan D Kalior,$12.99,The Mark of Chaos Series,338 pages,CreateSpace Independent Publishing Platform,February 12# 2018,English,1984299344,978-1984299345,6 x 0.8 x 9 inches,1.3 pounds
Remnant: The Clans of Arcadia,Fantasy : Dark,Arwen Chandler,$16.99,The Clans of Arcadia (Book 1),448 pages,Independently published,February 12# 2018,English,1980274037,978-1980274032,5 x 1.1 x 8 inches,1.2 pounds
My Emperor# My God (Fate of the Necromancer),Fantasy : Dark,Eric John Bonaventura,,Fate of the Necromancer (Book 2),312 pages,Independently published,February 12# 2018,English,1977090966,978-1977090966,6 x 0.8 x 9 inches,1.2 pounds
Fate of the Necromancer,Fantasy : Dark,Eric Bonaventura,,Fate of the Necromancer (Book 1),259 pages,Independently published,February 12# 2018,English,1980267561,978-1980267560,6 x 0.6 x 9 inches,1 pounds
City of Angels: Sequel of In an Instant,Fantasy : Dark,Sabrina Cartwright,$5.00,In an Instant (Book 2),168 pages,Independently published,February 12# 2018,English,1976939275,978-1976939273,5 x 0.4 x 8 inches,8.6 ounces
The Firebird,Fantasy : Dark,Nerine Dorman,$5.38,,80 pages,CreateSpace Independent Publishing Platform; First edition,February 12# 2018,English,1985357291,978-1985357297,6 x 0.2 x 9 inches,6.1 ounces
Rotten Magic (The Artifice Mage Saga) (Volume 1),Fantasy : Dark,Jeffrey Bardwell,,The Artifice Mage Saga (Book 1),200 pages,Twigboat Press; 2 edition,February 12# 2018,English,1943289158,978-1943289158,5 x 0.5 x 8 inches,9.9 ounces
Shakara 1  An Extraordinary Legacy (Volume 1),Fantasy : Dark,Karla Potter,$15.00,Shakara,334 pages,CreateSpace Independent Publishing Platform; 1 edition,February 12# 2018,English,1983495751,978-1983495755,6 x 0.8 x 9 inches,1.3 pounds
Shakara 3 A Remarkable Journey (Volume 3),Fantasy : Dark,Karla Potter,$15.00,Shakara,252 pages,CreateSpace Independent Publishing Platform; 1 edition,February 12# 2018,English,1983473944,978-1983473944,6 x 0.6 x 9 inches,15.7 ounces
The Flesh Labyrinth (The Lost Ones Trilogy) (Volume 3),Fantasy : Dark,J. Peter W.,$12.99,The Lost Ones Trilogy,244 pages,CreateSpace Independent Publishing Platform,February 12# 2018,English,1981499326,978-1981499328,5.2 x 0.6 x 8 inches,12.2 ounces
The Odyssey: Josephs Story,Fantasy : Dark,Cheryl Freier,$28.99,,414 pages,AuthorHouse,February 12# 2018,English,1546222596,978-1546222590,5 x 1 x 8 inches,1.2 pounds
Shadow of the Beasts: The First Trilogy,Fantasy : Dark,Isaac S. Shumski,$7.99,,174 pages,Independently published,February 11# 2018,English,1980256624,978-1980256625,6 x 0.4 x 9 inches,11.4 ounces
Shadow of the Beasts: The Second Trilogy,Fantasy : Dark,Isaac S. Shumski,$8.99,,172 pages,Independently published,February 11# 2018,English,1980262020,978-1980262022,6 x 0.4 x 9 inches,11.2 ounces
Galahad (The Chronicles of Zephyr),Fantasy : Dark,Babar Mirza,$13.99,The Chronicles of Zephyr (Book 1),287 pages,Canada,February 11# 2018,English,1775272400,978-1775272403,6 x 0.6 x 9 inches,1.1 pounds
The Fall of SOCIETY (Volume 2),Fantasy : Dark,Taylor O'Donnell,$10.50,SOCIETY,270 pages,CreateSpace Independent Publishing Platform,February 11# 2018,English,1983663425,978-1983663420,5.2 x 0.7 x 8 inches,13.3 ounces
Lead Me Not into Temptation# I Can Find It on My Own,Fantasy : Dark,Robert Radar Holt,$20.99,,350 pages,AuthorHouse,February 9# 2018,English,1546226060,978-1546226062,5 x 0.9 x 8 inches,12.8 ounces
My Soul Burned,Fantasy : Dark,Nathan Crockett,$11.00,,286 pages,CreateSpace Independent Publishing Platform; 1 edition,February 9# 2018,English,1984925113,978-1984925114,5 x 0.7 x 8 inches,13.4 ounces
Personal Darkness (The Blood Opera Sequence`),Fantasy : Dark,Tanith Lee and Freda Warrington,$16.99,The Blood Opera Sequence` (Book 2),338 pages,Immanion Press; paperback edition,February 9# 2018,English,1907737863,978-1907737862,5.5 x 0.8 x 8.5 inches,15.2 ounces
Bloodreign II: Regnum Aetheris  Kingdom of Infinite Void,Fantasy : Dark,Marishka Grayson,$9.99,Bloodreign (Book 2),321 pages,Sea Otter Publishing# LLC,February 9# 2018,English,0997472537,978-0997472530,5.1 x 0.8 x 7.8 inches,14.7 ounces
Il Circolo Oscuro (The Dark Circle Series) (Volume 1) (Italian Edition),Fantasy : Dark,Augusto Totaro,$13.73,The Dark Circle Series,342 pages,Genesis Publishing,February 9# 2018,Italian,618533030X,978-6185330309,6 x 0.9 x 9 inches,1.3 pounds
Ruler Of Worlds (No.2),Fantasy : Dark,Steven Uecker,$13.95,No.2,292 pages,CreateSpace Independent Publishing Platform; First edition,February 9# 2018,English,1984949640,978-1984949646,6 x 0.7 x 9 inches,1.1 pounds
Il Dominio dei Mondi: IL MISTERO DEL MANOSCRITTO (Italian Edition),Fantasy : Dark,Nunzia Alemanno and Elena Romanello,,Il Dominio dei Mondi (Book 3),302 pages,Independently published,February 9# 2018,Italian,1980239983,978-1980239987,6 x 0.8 x 9 inches,1.2 pounds
Return to the Lost Level (Volume 2),Fantasy : Dark,Brian Keene,$14.95,The Lost Level (Book 2),216 pages,Apex Book Company,February 8# 2018,English,1937009637,978-1937009632,5.5 x 0.5 x 8.5 inches,12 ounces
Return to Shanhasson: The Shanhasson Trilogy (Blood and Shadows) (Volume 4),Fantasy : Dark,Joely Sue Burkahrt,$14.99,Blood and Shadows,380 pages,CreateSpace Independent Publishing Platform; 1 edition,February 8# 2018,English,1985235072,978-1985235076,6 x 0.9 x 9 inches,1.4 pounds
The Road to Shanhasson: The Shanhasson Trilogy (Blood and Shadows) (Volume 3),Fantasy : Dark,Joely Sue Burkhart,$14.99,Blood and Shadows,410 pages,CreateSpace Independent Publishing Platform; 1 edition,February 8# 2018,English,1985234831,978-1985234833,6 x 0.9 x 9 inches,1.5 pounds
The Rose of Shanhasson: The Shanhasson Trilogy (Blood and Shadows) (Volume 2),Fantasy : Dark,Joely Sue Burkhart,$14.99,Blood and Shadows,354 pages,CreateSpace Independent Publishing Platform; 1 edition,February 8# 2018,English,1985234645,978-1985234642,6 x 0.8 x 9 inches,1.3 pounds
Edelaine's Fall: Book Two of the Idoramin Chronicles: An epic fantasy adventure series (Volume 2),Fantasy : Dark,Morigan Shaw,$14.99,Idoramin Chronicles,354 pages,CreateSpace Independent Publishing Platform,February 8# 2018,English,1985238063,978-1985238060,6 x 0.9 x 9 inches,1.3 pounds
Badlands: A Novella of Open Wounds (Open Wounds Shorts),Fantasy : Dark,M. K. Dreysen,$7.99,Open Wounds Shorts (Book 2),103 pages,Independently published,February 8# 2018,English,1980228086,978-1980228080,5 x 0.3 x 8 inches,5.9 ounces
Conflict Spirits And the Army of Freetown Souls: Conflict Spirits,Fantasy : Dark,Philip Mitchell,,,152 pages,Independently published,February 8# 2018,English,1980221960,978-1980221968,5 x 0.4 x 8 inches,8 ounces
BRED The Dragon's Game Book IV (Volume 4),Fantasy : Dark,H. N. Henry,$11.99,The Dragon's Game (Book 4),340 pages,Free Dragon's Press; 1 edition,February 8# 2018,English,0995841926,978-0995841925,5.5 x 0.8 x 8.5 inches,1.1 pounds
Seventh Talon I: Dragonrider's Fury,Fantasy : Dark,James G Patton,,Seventh Talon (Book 1),553 pages,Independently published,February 7# 2018,English,1977056687,978-1977056689,5 x 1.4 x 8 inches,1.5 pounds
Grim's Awakening: The First Reaper Chronicle (The Reaper Chronicles) (Volume 1),Fantasy : Dark,Miracle# Z and Jessi Polonis,$9.99,The Reaper Chronicles,230 pages,CreateSpace Independent Publishing Platform; 1 edition,February 7# 2018,English,1985159449,978-1985159440,6 x 0.5 x 9 inches,14.4 ounces
Necromancer: A Tale of the Last City,Fantasy : Dark,Mr David Sarachman,$16.99,,352 pages,David Sarachman,February 7# 2018,English,0994871228,978-0994871220,5 x 0.9 x 8 inches,1 pounds
Misconception,Fantasy : Dark,R.J Healy,$5.60,,116 pages,CreateSpace Independent Publishing Platform,February 7# 2018,English,1984196448,978-1984196446,5 x 0.3 x 8 inches,6.4 ounces
Making of a Magister (Realm of Hulsteria) (Volume 3),Fantasy : Dark,Frank David,$16.95,Realm of Hulsteria,392 pages,CreateSpace Independent Publishing Platform,February 7# 2018,English,1979267898,978-1979267892,6 x 1 x 9 inches,1.5 pounds
Etched in Bone (A Novel of the Others),Fantasy : Dark,Anne Bishop,$8.99,A Novel of the Others (Book 5),528 pages,Roc; Reissue edition,February 6# 2018,English,0451474503,978-0451474506,4.2 x 1.1 x 6.8 inches,8.8 ounces
With Blood Upon the Sand (Song of Shattered Sands),Fantasy : Dark,Bradley P. Beaulieu,$12.19,Song of Shattered Sands (Book 2),672 pages,DAW; Reprint edition,February 6# 2018,English,0756414067,978-0756414061,5.9 x 1.4 x 9 inches,1.3 pounds
Grave (Queen of the Dead),Fantasy : Dark,Michelle Sagara,$7.19,Queen of the Dead (Book 3),432 pages,DAW,February 6# 2018,English,0756412870,978-0756412876,4.2 x 1.1 x 6.8 inches,6.9 ounces
Elisha Daemon (The Dark Apostle),Fantasy : Dark,E.C. Ambrose,$7.99,The Dark Apostle (Book 5),368 pages,DAW,February 6# 2018,English,0756411343,978-0756411343,4.2 x 1 x 6.8 inches,6.1 ounces
Claimed! / Avalon,Fantasy : Dark,Francis Stevens and Gene Christie,$14.95,,242 pages,Black Dog Books,February 6# 2018,English,188444976X,978-1884449765,6 x 0.6 x 9 inches,15 ounces
Profaner of Jorron (Saga of the Shan'dar),Fantasy : Dark,James Kampras,,Saga of the Shan'dar (Book 1),611 pages,Independently published,February 6# 2018,English,1977094473,978-1977094476,6 x 1.5 x 9 inches,2.2 pounds
Misanthropy (Born of the Phoenix) (Volume 2),Fantasy : Dark,David Murray Forrester and Adam Isailovic,$14.95,Born of the Phoenix,294 pages,CreateSpace Independent Publishing Platform; first edition,February 6# 2018,English,1985146746,978-1985146747,5.1 x 0.7 x 7.8 inches,13.6 ounces
Blood Price (Noble of Blood),Fantasy : Dark,A.L. Wright and Paul Bailey II,,Noble of Blood (Book 1),126 pages,Independently published,February 6# 2018,English,1980210551,978-1980210559,5.5 x 0.3 x 8.5 inches,7.7 ounces
The Dark Elf (Crimson Black Series),Fantasy : Dark,C. C. Morgen,$10.99,Crimson Black Series (Book 2),331 pages,Independently published,February 5# 2018,English,1980207925,978-1980207924,5.2 x 0.8 x 8 inches,1 pounds
Tainted Waters: A Dark Paranormal Fantasy Novel (Paranormal Peace Keepers) (Volume 1),Fantasy : Dark,Lucretia Stanhope,$7.99,Paranormal Peace Keepers,200 pages,CreateSpace Independent Publishing Platform,February 5# 2018,English,1548827045,978-1548827045,6 x 0.5 x 9 inches,12.8 ounces
The Sins of  Sister Severa,Fantasy : Dark,Juliet Baranne,$7.29,,86 pages,CreateSpace Independent Publishing Platform; 1 edition,February 5# 2018,English,1985148080,978-1985148086,6 x 0.2 x 9 inches,6.4 ounces
The Untamed Sword: A Sword & Sorcery Adventure,Fantasy : Dark,A. R. Williams,$9.99,,174 pages,CreateSpace Independent Publishing Platform,February 5# 2018,English,1984083988,978-1984083982,6 x 0.4 x 9 inches,11.4 ounces
Welcome to the Freak Show,Fantasy : Dark,Shelby Blas,$15.00,,111 pages,Independently published,February 5# 2018,English,1977081452,978-1977081452,8.3 x 0.3 x 11.7 inches,12.8 ounces
The Voodoo Chronicles: A Somnium,Fantasy : Dark,Aaron Richards,$6.99,The Voodoo Chronicles (Book 1),257 pages,Independently published,February 5# 2018,English,1980200025,978-1980200024,6 x 0.6 x 9 inches,1 pounds
The Dawn: A Hinterlands Tale,Fantasy : Dark,Paul Werkema,$15.99,,444 pages,Independently published,February 4# 2018,English,1977096719,978-1977096715,6 x 1.1 x 9 inches,1.6 pounds
Arias Archer & the Shadow Cloak (1) (Volume 1),Fantasy : Dark,Hamzah Malik,$12.99,1,568 pages,CreateSpace Independent Publishing Platform; 2 edition,February 4# 2018,English,198576265X,978-1985762657,5 x 1.4 x 8 inches,1.6 pounds
At Fate's Door (The Guardians Eyes),Fantasy : Dark,Nicole J Merchant,,The Guardians Eyes (Book 3),648 pages,Independently published,February 4# 2018,English,1980365008,978-1980365006,5 x 1.6 x 8 inches,1.8 pounds
Die Wette (German Edition),Fantasy : Dark,Anne Carina Hashagen,$9.99,,302 pages,Independently published,February 4# 2018,German,1977083757,978-1977083753,5.1 x 0.8 x 7.8 inches,13.9 ounces
A Witch Shall Be Born: Large Print,Fantasy : Dark,Robert E. Howard,$10.99,,94 pages,CreateSpace Independent Publishing Platform,February 4# 2018,English,1985009420,978-1985009424,8.5 x 0.2 x 11 inches,10.7 ounces
Shadows in Zamboula: Large Print,Fantasy : Dark,Robert E. Howard,$10.99,,74 pages,CreateSpace Independent Publishing Platform,February 4# 2018,English,1985009404,978-1985009400,8.5 x 0.2 x 11 inches,8.8 ounces
Dungeon Lord: Otherworldly Powers (The Wraith's Haunt),Fantasy : Dark,Hugo Huesca and Josiah Davis,$16.00,The Wraith's Haunt (Book 2),460 pages,Independently published,February 3# 2018,English,1977080960,978-1977080967,5.5 x 1.2 x 8.5 inches,1.5 pounds
The Silent Pact (The Tale of the Black Covenant) (Volume 1),Fantasy : Dark,Genevieve Dickinson,$8.99,The Tale of the Black Covenant,226 pages,CreateSpace Independent Publishing Platform; 1 edition,February 3# 2018,English,1984955217,978-1984955210,6 x 0.6 x 9 inches,14.2 ounces
The Void Emperor: The Taking of Baird,Fantasy : Dark,Tyler Collins,$10.99,The Void Emperor (Book 1),217 pages,Independently published,February 3# 2018,English,1977069746,978-1977069740,8 x 0.6 x 10 inches,1.2 pounds
Roveon (Schmachten & Schlachten) (German Edition),Fantasy : Dark,Tanja Rast,$17.41,Schmachten & Schlachten (Book 1),474 pages,Independently published,February 3# 2018,German,1976854350,978-1976854354,5 x 1.2 x 8 inches,1.3 pounds
Mr. Lore,Fantasy : Dark,Chris Wright,,Mr. Lore (Book 1),386 pages,CreateSpace Independent Publishing Platform; 1st edition,February 2# 2018,English,1974619338,978-1974619337,5.5 x 1 x 8.5 inches,1.3 pounds
Ward: Book One in the Ward Series,Fantasy : Dark,C. Bilici,$14.95,Ward (Book 1),305 pages,deBACLE Publishing,February 2# 2018,English,064803612X,978-0648036128,6 x 0.7 x 9 inches,1.2 pounds
Shari: Die Wstenprinzessin (Band) (German Edition),Fantasy : Dark,Eliza Stark,$7.00,Band (Book 1),121 pages,Independently published,February 2# 2018,German,1977055184,978-1977055187,5.1 x 0.3 x 7.8 inches,6.6 ounces
Ich bin die FINSTERNIS: Ein Vampirroman (German Edition),Fantasy : Dark,Lexy v. Golden,$16.12,Ich bin ... (Book 3),498 pages,Independently published,February 2# 2018,German,1977062490,978-1977062499,5 x 1.1 x 8 inches,1.4 pounds
Das Geheimnis der Titania: Welt der Alten Gtter (Kurzgeschichten-Band) (German Edition),Fantasy : Dark,Rdiger Matthesi,,Kurzgeschichten-Band (Book 1),426 pages,Independently published,February 2# 2018,German,1976809088,978-1976809088,5.2 x 1.1 x 8 inches,1.2 pounds
13 Lives and a Heart,Fantasy : Dark,Naveen Dagar,$11.99,,222 pages,Notion Press# Inc.; 1 edition,February 2# 2018,English,1948372738,978-1948372732,5 x 0.6 x 8 inches,10.7 ounces
Cursed Legacy (House of Kane),Fantasy : Dark,Philip M. Jones,$11.99,House of Kane (Book 1),369 pages,Firesong Arts,February 1# 2018,English,0999812815,978-0999812815,5 x 0.8 x 8 inches,1 pounds
Saint Sebastian the Rose: The Lonely Tower Series,Fantasy : Dark,Michael W Glover M.D. and Menke Mary Ward,$12.99,Lonely Tower (Book 1),324 pages,Ink Dreams Publishing,February 1# 2018,English,0998158801,978-0998158808,6 x 0.7 x 9 inches,1 pounds
The Sins of Sister Severa and Other Adventures in Fantasy,Fantasy : Dark,Juliet Baranne,$7.49,,104 pages,CreateSpace Independent Publishing Platform; 1 edition,February 1# 2018,English,1985006391,978-1985006393,6 x 0.2 x 9 inches,7.5 ounces
Rythe Awakes: The Rythe Quadrilogy Book One,Fantasy : Dark,Craig R. Saunders and Craig Saunders,,The Rythe Quadrilogy (Book 1),391 pages,Independently published,February 1# 2018,English,197706664X,978-1977066640,5 x 1 x 8 inches,1.1 pounds
H'IK: Short Stories of  Multidimensional Experiences,Fantasy : Dark,Sand Declert,$10.00,,211 pages,Independently published,February 1# 2018,English,1977019579,978-1977019578,5 x 0.5 x 8 inches,10.4 ounces
The Wing Collector,Fantasy : Dark,Kristi Helvig,$13.99,,256 pages,Dark Edge Publishing,January 31# 2018,English,0998589012,978-0998589015,5 x 0.6 x 8 inches,12.2 ounces
Court of Shadows (Blade and Rose) (Volume 3),Fantasy : Dark,Miranda Honfleur,$16.99,Blade and Rose (Book 3),668 pages,Miranda Honfleur Author; 1 edition,January 31# 2018,English,0999485458,978-0999485453,6 x 1.7 x 9 inches,2.4 pounds
Dark Shadows: Vampires and Ghosts of New Orleans (An Authors on a Train Short Story Collection),Fantasy : Dark,J. Thorn and Zach Bohannon,$7.99,Authors on a Train (Book 1),194 pages,Independently published,January 31# 2018,English,1977045863,978-1977045867,5 x 0.5 x 8 inches,9.6 ounces
Cries from the Static,Fantasy : Dark,Darren Speegle,$15.95,,226 pages,Raw Dog Screaming Press,January 31# 2018,English,1935738399,978-1935738398,6 x 0.5 x 9 inches,10.9 ounces
Living on the Lost Edge of Time,Fantasy : Dark,James Chapman,$6.95,,133 pages,Independently published,January 31# 2018,English,1977038433,978-1977038432,6 x 0.3 x 9 inches,9.1 ounces
The Night Land: Large Print,Fantasy : Dark,William Hope Hodgson,$16.99,,368 pages,CreateSpace Independent Publishing Platform,January 31# 2018,English,1984355856,978-1984355850,8.5 x 0.8 x 11 inches,2.3 pounds
Traitor to the King: A Tale of the Benaga Sisters,Fantasy : Dark,Clare SM Keating and Aurelia Cetinn,$18.00,The Benaga Sisters (Book 1),496 pages,Independently published,January 31# 2018,English,1977053629,978-1977053626,6 x 1.2 x 9 inches,1.8 pounds
Tale of the Soulous: Road to the Evergreen,Fantasy : Dark,Alastair R. Johns,$11.99,Tale of the Soulous (Book 1),499 pages,Independently published,January 31# 2018,English,1977047394,978-1977047397,5.2 x 1.2 x 8 inches,1.4 pounds
BETRAYED The Dragon's Game Book III (Volume 3),Fantasy : Dark,H. N. Henry,$10.99,The Dragon's Game (Book 3),334 pages,Free Dragon's Press; 1 edition,January 31# 2018,English,0995836787,978-0995836785,5.5 x 0.8 x 8.5 inches,1.1 pounds
Queen of the Night Guild,Fantasy : Dark,Andy Peloquin,$17.99,,414 pages,CreateSpace Independent Publishing Platform,January 30# 2018,English,1984369547,978-1984369543,6 x 0.9 x 9 inches,1.5 pounds
The Midnight Front: A Dark Arts Novel,Fantasy : Dark,David Mack,$13.58,Dark Arts (Book 1),480 pages,Tor Books,January 30# 2018,English,0765383195,978-0765383198,6.2 x 1.3 x 9.3 inches,1.1 pounds
Traitors' Fate: A Queen of Thieves Epic Fantasy Novel,Fantasy : Dark,Andy Peloquin,$16.99,,314 pages,Independently published,January 30# 2018,English,197699537X,978-1976995378,6 x 0.8 x 9 inches,1.2 pounds
Autumn Novel The Campbell Family,Fantasy : Dark,Andy Hernandez and Annissa Guri,$13.00,,337 pages,Independently published,January 30# 2018,English,1973411601,978-1973411604,6 x 0.8 x 9 inches,1.3 pounds
Doorway to Shadows,Fantasy : Dark,Robert M Lettinga,$17.95,,282 pages,Christian Faith Publishing# Inc.,January 30# 2018,English,1641409967,978-1641409964,6 x 0.6 x 9 inches,12 ounces
Shadowboxer: The Gathering Dark Pt. 1 (Cathell),Fantasy : Dark,A.M. Rycroft,$11.99,Cathell (Book 4),220 pages,Mighty Quill Books,January 30# 2018,English,1732001308,978-1732001305,5.2 x 0.6 x 8 inches,11.2 ounces
War Against the Realm (The Dragon of the Gods) (Volume 4),Fantasy : Dark,Sherri Beth Mitchell,$12.99,The Dragon of the Gods,354 pages,CreateSpace Independent Publishing Platform,January 30# 2018,English,1981256415,978-1981256419,6 x 0.8 x 9 inches,1.3 pounds
Chamber,Fantasy : Dark,D J Sternowski-Korzec,$8.99,,230 pages,CreateSpace Independent Publishing Platform,January 30# 2018,English,1983592846,978-1983592843,8 x 0.5 x 10 inches,1.3 pounds
Beyond Reason: A Collection of Short Stories,Fantasy : Dark,Assistant Professor in the History of Political Thought James Griffith,$15.95,,196 pages,Christian Faith Publishing# Inc.,January 30# 2018,English,164140163X,978-1641401630,5 x 0.4 x 8 inches,7.7 ounces
The Isles of Golgotha,Fantasy : Dark,Shane War-Rose,$16.95,,200 pages,Christian Faith Publishing# Inc.,January 30# 2018,English,1641149779,978-1641149778,6 x 0.5 x 9 inches,10.6 ounces
Dark Lament (The Dark Heart Chronicles) (Volume 1),Fantasy : Dark,Daniel Kuhnley and Ben Wolf,$14.99,The Dark Heart Chronicles,342 pages,Drezhn Publishing LLC; 1 edition,January 29# 2018,English,1947328018,978-1947328013,6 x 0.9 x 9 inches,1.3 pounds
Redemption Veil,Fantasy : Dark,Travis Summerville and Terrie M Scott,$9.95,,244 pages,Travis Summerville,January 29# 2018,English,0999834703,978-0999834701,6 x 0.6 x 9 inches,15.2 ounces
Cult of Shadows (The Watchers) (Volume 3),Fantasy : Dark,M. Lee Holmes,$18.30,The Watchers,506 pages,CreateSpace Independent Publishing Platform,January 29# 2018,English,1984383698,978-1984383693,6 x 1.3 x 9 inches,1.9 pounds
Blood for Blood (Tainted Bloodlines),Fantasy : Dark,Tobi Grim and Shari Innes,,Tainted Bloodlines (Book 1),257 pages,Independently published,January 29# 2018,English,1977035612,978-1977035615,5.5 x 0.6 x 8.5 inches,14.1 ounces
The Gentleman Who Vanished,Fantasy : Dark,Fergus Hume,$11.95,,44 pages,Independently published,January 29# 2018,English,1977031129,978-1977031129,8.5 x 0.1 x 11 inches,5.9 ounces
THE OASIS OF FEAR,Fantasy : Dark,MATTHEW NEWELL,$6.00,,225 pages,Independently published,January 29# 2018,English,1977038727,978-1977038722,5 x 0.5 x 8 inches,11 ounces
The Right Kind of Stake,Fantasy : Dark,Stefon Mears,$13.99,,220 pages,Thousand Faces Publishing,January 29# 2018,English,0997792469,978-0997792461,6 x 0.6 x 9 inches,13.9 ounces
