Name,Category,Author,Price,Series,Pages,Publisher,Date,Language,ISBN-10,ISBN-13,Dimensions,Weight
The Carnival Keepers (Volume 1),Fantasy : Dark,Amber Gulley,$9.99,The Carnival Keepers,286 pages,CreateSpace Independent Publishing Platform,January 28# 2018,English,1535567058,978-1535567053,5.5 x 0.7 x 8.5 inches,15.4 ounces
The Hunter: Monster Within,Fantasy : Dark,L. A. Vockins,$5.58,,105 pages,Independently published,January 28# 2018,English,1973522152,978-1973522157,5.5 x 0.2 x 8.5 inches,6.7 ounces
The Nightfall Queen,Fantasy : Dark,Briar Grey,$12.93,,360 pages,CreateSpace Independent Publishing Platform,January 28# 2018,English,1984254987,978-1984254986,6 x 0.8 x 9 inches,1.4 pounds
Shadowbound (Will-o-the-Wisp) (Volume 1),Fantasy : Dark,Lisa Stout,$8.99,Will-o'-the-Wisp,266 pages,CreateSpace Independent Publishing Platform,January 28# 2018,English,1976504422,978-1976504426,5.2 x 0.7 x 8 inches,13.1 ounces
Askharoth,Fantasy : Dark,Budgie Bigelow and Vanessa Reed-Deaton,,,211 pages,Independently published,January 28# 2018,English,1521064636,978-1521064634,6 x 0.5 x 9 inches,13.4 ounces
Imi Von-Stogel The Sixteenth Year (Volume 1),Fantasy : Dark,Linda C. Lee,,Imi Von-Stogel (Book 1),279 pages,CreateSpace Independent Publishing Platform; 1 edition,January 27# 2018,English,1984293680,978-1984293688,6 x 0.6 x 9 inches,1.1 pounds
Under The Indigo Ocean,Fantasy : Dark,Kenneth Woodham and Ryan Federico,$11.99,,435 pages,Independently published,January 27# 2018,English,1973158299,978-1973158295,7 x 1.1 x 10 inches,2.1 pounds
Golden Lies (Book One) (Volume 1),Fantasy : Dark,Lynn Robieson,$25.75,Book One,788 pages,CreateSpace Independent Publishing Platform,January 27# 2018,English,1984295233,978-1984295231,6 x 1.8 x 9 inches,2.8 pounds
Promised to an Ankou,Fantasy : Dark,S. M. England,$5.50,,40 pages,Samantha M. England,January 26# 2018,English,0692062262,978-0692062265,5 x 0.1 x 8 inches,3.4 ounces
"The Keepers of the Gate. KOG: 1 ""Enter The Keepers"". (Volume 1)",Fantasy : Dark,2-Bru Krew,$8.99,KOG,212 pages,CreateSpace Independent Publishing Platform; 1 edition,January 26# 2018,English,1976058279,978-1976058271,8.5 x 0.5 x 11 inches,1.4 pounds
Dark Nephilim (Always Dark Angel),Fantasy : Dark,JN Moon,,Always Dark Angel (Book 2),242 pages,Independently published,January 26# 2018,English,1977009778,978-1977009777,5 x 0.6 x 8 inches,11.7 ounces
Die sieben Helden (German Edition),Fantasy : Dark,Pascal Wokan,,,394 pages,Independently published,January 26# 2018,German,1977003613,978-1977003614,6 x 1 x 9 inches,1.5 pounds
Blutbande: Blutrausch (German Edition),Fantasy : Dark,Sandra Purkathofer,$16.35,Blutrausch (Book 1),334 pages,Independently published,January 26# 2018,German,1973532972,978-1973532972,5.2 x 0.8 x 8 inches,1 pounds
The Medley of the Dreamers: A Collection of Tales (Songs of the Profane),Fantasy : Dark,J. Alden Reed,$8.00,Songs of the Profane,185 pages,Independently published,January 25# 2018,English,197693298X,978-1976932984,6 x 0.5 x 9 inches,12 ounces
Nathan's Clan of Deadheads (World of Deadheads),Fantasy : Dark,Paul Atreides,$15.99,World of Deadheads,278 pages,The Wild Rose Press# Inc.,January 24# 2018,English,1509218947,978-1509218943,5 x 0.6 x 8 inches,13.1 ounces
The Suffering,Fantasy : Dark,Robert Cano,$6.99,,109 pages,Independently published,January 24# 2018,English,1549809512,978-1549809514,5 x 0.3 x 8 inches,6.2 ounces
Minerva Atramentous# Necromancer,Fantasy : Dark,Tuttle Jr# Patrick Alan,$11.99,,401 pages,Independently published,January 24# 2018,English,1976988098,978-1976988097,6 x 1 x 9 inches,1.5 pounds
Wrath of Dragons (Elderealm),Fantasy : Dark,Scott King,$14.21,Elderealm,404 pages,CreateSpace Independent Publishing Platform; 1 edition,January 24# 2018,English,1548433047,978-1548433048,6 x 0.9 x 9 inches,1.5 pounds
One Last Look,Fantasy : Dark,Rebecca L. Smith,$17.95,,386 pages,Wings ePress# Incorporated,January 24# 2018,English,1613096763,978-1613096765,5.5 x 0.9 x 8.5 inches,1.3 pounds
Days of Fading Dreams: A dark fantasy adventure (Runeblade Saga),Fantasy : Dark,Matt Larkin,$10.99,Runeblade Saga (Book 4),262 pages,Incandescent Phoenix Books,January 24# 2018,English,1946686255,978-1946686251,5 x 0.7 x 8 inches,12.5 ounces
The Beginning - The Journals of Chaos V: Volume One - Being a true rendering of the life and times of the characters of Planet Chaos,Fantasy : Dark,Benjamin Jones and Alfred Schneider,,The Journals of Chaos V (Book 1),119 pages,Independently published,January 24# 2018,English,1976973171,978-1976973178,6 x 0.3 x 9 inches,8.3 ounce
The Dragon's Tear,Fantasy : Dark,Chris Weston,$17.99,,192 pages,Createspace Independent Publishing Platform,January 24# 2018,English,1984088068,978-1984088062,5 x 0.4 x 8 inches,7.5 ounces
Markswoman (Book 1 of Asiana),Fantasy : Dark,Rati Mehrotra,$10.99,Book 1 of Asiana (Book 1),384 pages,Harper Voyager,January 23# 2018,English,0062564544,978-0062564542,5.3 x 0.9 x 8 inches,9.9 ounces
The King of Bones and Ashes (Witches of New Orleans),Fantasy : Dark,J.D. Horn,$10.37,Witches of New Orleans (Book 1),352 pages,47North,January 23# 2018,English,1542047102,978-1542047104,5.5 x 1 x 8.2 inches,12.2 ounces
Kobolds & Cobblestones: Fantasy Gang Rumbles (Osprey Wargames),Fantasy : Dark,Robert Burman and Ralph Horsley,$17.62,Osprey Wargames (Book 21),64 pages,Osprey Games,January 23# 2018,English,1472823923,978-1472823922,7.3 x 0.3 x 9.8 inches,7.5 ounces
Whispers: Feathers and Fire Book 3 (Volume 3),Fantasy : Dark,Shayne Silvers,$13.00,Feathers and Fire (Book 3),308 pages,Argento Publishing,January 23# 2018,English,1947709089,978-1947709089,6 x 0.8 x 9 inches,14.9 ounces
Dark Ember: The Darkshine Series# Book Two (Volume 2),Fantasy : Dark,R. D. Vallier,$12.99,The Darkshine Series,320 pages,Free Fire Press,January 23# 2018,English,0997461934,978-0997461930,5.2 x 0.8 x 8 inches,15.5 ounces
Did Feast the Pack,Fantasy : Dark,Jerome Brooke,$7.29,,50 pages,CreateSpace Independent Publishing Platform; 3 edition,January 23# 2018,English,1984173383,978-1984173386,6 x 0.1 x 9 inches,4.5 ounces
Morals of the Youth,Fantasy : Dark,Jerome Brooke,$7.29,,84 pages,CreateSpace Independent Publishing Platform; 3 edition,January 23# 2018,English,1984172980,978-1984172983,6 x 0.2 x 9 inches,6.4 ounces
Lover of the Demon Born: A History of Astarte and the Demon Born,Fantasy : Dark,Jerome Brooke,$7.79,,72 pages,CreateSpace Independent Publishing Platform; 3 edition,January 23# 2018,English,1984172530,978-1984172532,6 x 0.2 x 9 inches,5.6 ounces
Crimson Prince,Fantasy : Dark,Francis Leigh,$12.00,,270 pages,CreateSpace Independent Publishing Platform,January 23# 2018,English,1979529124,978-1979529129,5.1 x 0.6 x 7.8 inches,12.6 ounces
Protector of Midnight: an Urban Fantasy Novel (Chronicles of Midnight) (Volume 1),Fantasy : Dark,Debbie Cassidy,$11.99,Chronicles of Midnight,384 pages,CreateSpace Independent Publishing Platform,January 22# 2018,English,1984054597,978-1984054593,5 x 1 x 8 inches,1.1 pounds
The Savage Caged (The Savage Cat Adventures) (Volume 1),Fantasy : Dark,Ethan Naht,$4.99,The Savage Cat Adventures,98 pages,CreateSpace Independent Publishing Platform; First edition,January 22# 2018,English,1983973432,978-1983973437,6 x 0.2 x 9 inches,7 ounces
Devil Take Me (Demon Huntress),Fantasy : Dark,Karilyn Bentley,$14.99,Demon Huntress,250 pages,The Wild Rose Press# Inc.,January 22# 2018,English,1509218904,978-1509218905,5 x 0.6 x 8 inches,12 ounces
Merchant: Traveling Merchant Book One,Fantasy : Dark,William J Seymour,$15.99,Traveling Merchant (Book 1),318 pages,Book Furnace Publications,January 22# 2018,English,1943266077,978-1943266074,5 x 0.7 x 8 inches,11.2 ounces
Victorian Tale (Volume 1),Fantasy : Dark,K L Somniate,$7.99,,192 pages,CreateSpace Independent Publishing Platform,January 21# 2018,English,1545195595,978-1545195598,6 x 0.4 x 9 inches,12.3 ounces
Worlds on Fire: Guardians Book 1.5,Fantasy : Dark,Lexi Ostrow,$6.99,Guardians,152 pages,CreateSpace Independent Publishing Platform,January 21# 2018,English,1516812387,978-1516812387,6 x 0.4 x 9 inches,10.1 ounces
Wrath (Seven Deadly Sins),Fantasy : Dark,LJ Baker,$10.99,Seven Deadly Sins (Book 1),259 pages,Independently published,January 21# 2018,English,1976842573,978-1976842573,5 x 0.6 x 8 inches,12.3 ounces
Chain of Lost Memories: A Chain of Memories Story (Volume 5),Fantasy : Dark,Michael Freney,$20.00,Chain of Memories,248 pages,CreateSpace Independent Publishing Platform,January 21# 2018,English,198410148X,978-1984101488,6 x 0.6 x 9 inches,15.4 ounces
El extrao caso de la mujer sin memoria (Spanish Edition),Fantasy : Dark,Juan Pascal,$10.99,,356 pages,Independently published,January 21# 2018,Spanish,1980217416,978-1980217411,5.5 x 0.9 x 8.5 inches,1.2 pounds
D.O.C.-Agents 3: Sturmspur (German Edition),Fantasy : Dark,Mara Laue,,D.O.C.-Agents (Book 3),296 pages,Independently published,January 21# 2018,German,1976962269,978-1976962264,5.1 x 0.7 x 7.8 inches,13.8 ounces
D.O.C.-Agents 2: Gefhrliche Spur (German Edition),Fantasy : Dark,Mara Laue,,D.O.C.-Agents (Book 2),306 pages,Independently published,January 21# 2018,German,1976961882,978-1976961885,5.1 x 0.8 x 7.8 inches,14.1 ounces
D.O.C.-Agents 1: Schattenspur (German Edition),Fantasy : Dark,Mara Laue,,D.O.C.-Agents (Book 1),302 pages,Independently published,January 21# 2018,German,1976961211,978-1976961212,5.1 x 0.8 x 7.8 inches,13.9 ounces
Jack Out of the Box,Fantasy : Dark,Timothy Vincent,$17.99,,276 pages,W & B Publishers Inc.,January 21# 2018,English,1942981902,978-1942981909,6 x 0.6 x 9 inches,1.1 pounds
The Greatest of Books: Deh Wersend Al Baku,Fantasy : Dark,Rosa Marchisella and Emma T Gitani,$7.98,,68 pages,Ember Park Imprint,January 20# 2018,English,1775033902,978-1775033905,5 x 0.2 x 8 inches,4.5 ounces
The Phoenix Embryo (Seasons of the Phoenix) (Volume 1),Fantasy : Dark,Jeanne Marcella,$15.00,Seasons of the Phoenix,404 pages,CreateSpace Independent Publishing Platform; 2 edition,January 20# 2018,English,1546425020,978-1546425021,6 x 1 x 9 inches,1.5 pounds
Beyond Ecstasy (Volume 8),Fantasy : Dark,Kit Rocha,$15.99,Beyond,352 pages,CreateSpace Independent Publishing Platform,January 20# 2018,English,198434854X,978-1984348548,5.5 x 0.8 x 8.5 inches,1.2 pounds
Beyond Ruin (Volume 7),Fantasy : Dark,Kit Rocha,$15.99,Beyond,424 pages,CreateSpace Independent Publishing Platform,January 20# 2018,English,1984345230,978-1984345233,5.5 x 1 x 8.5 inches,1.4 pounds
Beyond Innocence (Volume 6),Fantasy : Dark,Kit Rocha,$15.99,Beyond,352 pages,CreateSpace Independent Publishing Platform,January 20# 2018,English,1984313622,978-1984313621,5.5 x 0.8 x 8.5 inches,1.2 pounds
Making Peace,Fantasy : Dark,Adam Lane Smith,$12.99,,368 pages,CreateSpace Independent Publishing Platform,January 19# 2018,English,1982049790,978-1982049799,5.5 x 0.9 x 8.2 inches,1.2 pounds
Era of Undying,Fantasy : Dark,Emilie Knight,$12.00,,200 pages,CreateSpace Independent Publishing Platform,January 19# 2018,English,1979094322,978-1979094320,5 x 0.5 x 8 inches,9.9 ounces
The Night Land: A Love Tale (Classic Reprint),Fantasy : Dark,William Hope Hodgson,$11.57,,256 pages,Forgotten Books,January 19# 2018,English,1333845995,978-1333845995,6 x 0.5 x 9 inches,12.2 ounces
Tales of Space and Time,Fantasy : Dark,H. G. Wells,$11.99,,248 pages,CreateSpace Independent Publishing Platform; Revised edition,January 19# 2018,English,1984027999,978-1984027993,6 x 0.6 x 9 inches,15.4 ounces
Aqwa: A cosmic surf odyssey,Fantasy : Dark,Dr Peter Freewater,$18.00,,473 pages,Independently published,January 19# 2018,English,1976941385,978-1976941382,6 x 1.2 x 9 inches,1.8 pounds
The OmHaha Chronicles: Book Three of the Sacred Books of Nagaloka (Volume 3),Fantasy : Dark,Robin A Kaczmarczyk,$14.00,The Sacred Books of Nagaloka,392 pages,CreateSpace Independent Publishing Platform,January 19# 2018,English,1981949453,978-1981949458,6 x 0.9 x 9 inches,1.5 pounds
cueils de posies (French Edition),Fantasy : Dark,Alexandre Majorczyk,,,132 pages,Independently published,January 19# 2018,French,1976958318,978-1976958311,6 x 0.3 x 9 inches,9 ounces
The Victory Perspective,Fantasy : Dark,E.J. Kellett,$13.54,,338 pages,Gondor Kellett Independent Publishing,January 18# 2018,English,0648235009,978-0648235002,5 x 0.8 x 8 inches,12.3 ounces
Das Feuer des Alchemisten: Der Mann im Schatten (German Edition),Fantasy : Dark,Alina Moher,$8.25,,292 pages,Independently published,January 18# 2018,German,1976934184,978-1976934186,5 x 0.7 x 8 inches,13.6 ounces
The Archangel Passage: Book 1,Fantasy : Dark,J. D. Stiver,,The Archangel Passage (Book 1),212 pages,Independently published,January 17# 2018,English,1976927269,978-1976927263,6 x 0.5 x 9 inches,13.4 ounces
BRANDED The Dragon's Game Book II (Volume 2),Fantasy : Dark,H. N. Henry,$12.99,The Dragon's Game (Book 2),464 pages,Free Dragon's Press; First edition,January 17# 2018,English,0995836744,978-0995836747,5.5 x 1.2 x 8.5 inches,1.5 pounds
Fate Chronicles: Children of Fate: Book Two,Fantasy : Dark,R. D. Bernstein,$12.95,Fate Chronicles (Book 2),252 pages,Independently published,January 17# 2018,English,1976930448,978-1976930447,6 x 0.6 x 9 inches,15.7 ounces
Tricks of Desperation (Donovan and Scarecrow),Fantasy : Dark,Lee Garrett,,Donovan and Scarecrow (Book 1),354 pages,Independently published,January 17# 2018,English,197693012X,978-1976930126,6 x 0.8 x 9 inches,1.3 pounds
Alfa Peligroso: BDSM y Romance con el Licntropo Alfa y Millonario (Novela Romntica y Ertica de Fantasa) (Spanish Edition),Fantasy : Dark,Sara Toledano,,Novela Romntica y Ertica de Fantasa (Book 1),111 pages,Independently published,January 17# 2018,Spanish,1976922054,978-1976922053,5 x 0.3 x 8 inches,6.2 ounces
El Beso del Vampiro: Romance# BDSM y Ertica Paranormal con el Rey del Crimen (Novela Romntica y Ertica) (Spanish Edition),Fantasy : Dark,Sara Toledano,,Novela Romntica y Ertica (Book 1),118 pages,Independently published,January 17# 2018,Spanish,1973576198,978-1973576198,5 x 0.3 x 8 inches,6.6 ounces
Beauty: Fairy Tales 3,Fantasy : Dark,Sarah Pinborough,$9.38,,400 pages,Titan Books; Reprint edition,January 16# 2018,English,178329115X,978-1783291151,5.3 x 0.6 x 8.1 inches,6.4 ounces
Blue Plague: Rage (Blue Plague Book 4),Fantasy : Dark,Thomas A. Watson,$9.62,Blue Plague (Book 4),368 pages,Permuted Press,January 16# 2018,English,1618687298,978-1618687296,6 x 0.9 x 9 inches,13.8 ounces
The Lone and Level Sands (Song of the Crickets) (Volume 1),Fantasy : Dark,Emerson Grey,$17.95,Song of the Crickets,496 pages,CreateSpace Independent Publishing Platform,January 16# 2018,English,1983791377,978-1983791376,5.5 x 1.2 x 8.5 inches,1.6 pounds
Choosing a Master (Vampires and the Life of Erin Rose),Fantasy : Dark,S M Perlow,$10.71,Vampires and the Life of Erin Rose (Book 1),420 pages,Bealion Publishing,January 16# 2018,English,0999285807,978-0999285800,5 x 0.9 x 8 inches,1 pounds
The Cryptic Mansion,Fantasy : Dark,S.J. Moyer,$7.00,,238 pages,CreateSpace Independent Publishing Platform,January 16# 2018,English,1983950963,978-1983950964,6 x 0.6 x 9 inches,14.9 ounces
Beyond the Chasm (Elemental Bonds) (Volume 3),Fantasy : Dark,E C Stakenas and Kml Creatives,$14.99,Elemental Bonds,328 pages,CreateSpace Independent Publishing Platform; 1 edition,January 16# 2018,English,1981512276,978-1981512270,6 x 0.7 x 9 inches,1.2 pounds
Gayhunger - Collection 1-3 (German Edition),Fantasy : Dark,Pat McCraw,$11.18,,236 pages,Elicit Dreams,January 16# 2018,German,3943764737,978-3943764734,5.5 x 0.6 x 8.5 inches,13 ounces
Agents of the Eye and Ear,Fantasy : Dark,Shawn O'Toole,$13.99,,352 pages,CreateSpace Independent Publishing Platform; First edition,January 16# 2018,English,197959791X,978-1979597913,6 x 0.8 x 9 inches,1.3 pounds
By Moon and Star: Driving Arcana# Wheel 1 (Driving Arcana Wheels) (Volume 1),Fantasy : Dark,Goldeen Ogawa,$24.99,Driving Arcana Wheels,494 pages,Heliopause Productions; First Edition edition,January 16# 2018,English,1945781092,978-1945781094,6 x 1.1 x 9 inches,1.8 pounds
Wrath of the Wraith (Sorcery and Sin),Fantasy : Dark,Justin DePaoli,,Sorcery and Sin (Book 3),393 pages,Independently published,January 15# 2018,English,1976904633,978-1976904639,6 x 1 x 9 inches,1.5 pounds
The Friend in Me,Fantasy : Dark,Craft Seven,$14.92,,116 pages,XLIBRIS,January 15# 2018,English,1543461719,978-1543461718,6 x 0.3 x 9 inches,8.2 ounces
The Uprising (Erafeen),Fantasy : Dark,David F. Farris,,Erafeen (Book 3),423 pages,Independently published,January 15# 2018,English,1976901367,978-1976901362,6 x 1.1 x 9 inches,1.6 pounds
Faerie Apocalypse,Fantasy : Dark,Jason Franks,$18.99,,352 pages,IFWG Publishing International; None edition,January 15# 2018,English,0646595881,978-0646595887,6 x 0.8 x 9 inches,1 pounds
Time Candle,Fantasy : Dark,Veronica Dale,$14.99,,348 pages,Nika Press,January 15# 2018,English,0996952144,978-0996952149,5.5 x 0.8 x 8.5 inches,1.2 pounds
Jury of Wolves: Chronicles of Aethlos,Fantasy : Dark,Joseph Erickson,$10.90,,474 pages,Independently published,January 15# 2018,English,1976909686,978-1976909689,6 x 1.2 x 9 inches,1.8 pounds
Shadows on the Wall: Dark and Weird Stories,Fantasy : Dark,Steven Paulsen,$14.99,,220 pages,IFWG Publishing International; None edition,January 15# 2018,English,1925496570,978-1925496574,,1.1 pounds
Skyla of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,January 14# 2018,English,1983885207,978-1983885204,6 x 0.1 x 9 inches,3.2 ounces
Earthfault: The Prince (Volume 2),Fantasy : Dark,J. Anthony Harris and Ed Retana,$7.99,Earthfault,276 pages,CreateSpace Independent Publishing Platform; 1 edition,January 14# 2018,English,1981635319,978-1981635313,6 x 0.6 x 9 inches,1.1 pounds
Dragonstone (Faerie),Fantasy : Dark,Jenna Grey,$8.92,Faerie (Book 6),255 pages,Independently published,January 14# 2018,English,1973265346,978-1973265344,5.1 x 0.6 x 7.8 inches,12 ounces
El Caballero de Las Botas Azules (Spanish Edition),Fantasy : Dark,Rosalia de Castro,$19.89,,306 pages,Createspace Independent Publishing Platform,January 13# 2018,Spanish,1981195572,978-1981195572,6 x 0.6 x 9 inches,14.6 ounces
Colmillos Y Garras: La Maldicin de una Raza (Spanish Edition),Fantasy : Dark,Javier Pia Cruz and Veronica Monroy Romeral,$18.68,,431 pages,Independently published,January 13# 2018,Spanish,1976885604,978-1976885600,6 x 1.1 x 9 inches,1.5 pounds
Secret Yuuki & the Starlight Alliance (Secret Yuuki & the guilty heart chronicles),Fantasy : Dark,Mark Green and Andre Duggan,,Secret Yuuki & the guilty heart chronicles (Book 2),122 pages,Independently published,January 13# 2018,English,1976890365,978-1976890369,6 x 0.3 x 9 inches,8.5 ounces
Gods of Fear (The Blood Gods Trilogy) (Volume 3),Fantasy : Dark,Ian Totten,$15.94,The Blood Gods Trilogy,368 pages,CreateSpace Independent Publishing Platform,January 12# 2018,English,1548364185,978-1548364182,6 x 0.8 x 9 inches,1.4 pounds
Blood Bath: A Vampire Warriors Novel (Volume 1),Fantasy : Dark,Allison R Ihnken,$16.99,Vampire Warriors,194 pages,CreateSpace Independent Publishing Platform; 1 edition,January 12# 2018,English,1983825182,978-1983825187,6.1 x 0.4 x 9.2 inches,13 ounces
